,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,SalePrice,IsRemodelled,BuiltOrRemodelAge,OldOrNewGarage,num_LotShape,num_ExterQual,num_BsmtQual,num_BsmtExposure,num_BsmtFinType1,num_HouseStyle,num_Fence,num_LotConfig,num_MasVnrType,num_SaleCondition,num_HeatingQC,num_KitchenQual,num_FireplaceQu,num_GarageFinish,num_BldgType,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing
326,120,32.0,10846,8,5,0.0,1619,100,1719,1719,0,1719,2,1,1,1,2,2,122,30,12.688501881189456,0,15,0,2,4,4,4,6,1,0,3,0,1,5,4,4,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
327,20,80.0,11600,6,5,175.0,565,818,1383,1383,0,1383,0,1,1,3,0,1,0,45,11.886218559372042,0,46,0,3,3,3,1,3,1,0,5,1,1,3,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
328,75,70.04995836802665,11888,6,6,0.0,0,844,844,1445,689,2134,0,2,0,5,0,2,0,60,12.276069679344003,1,15,0,2,3,3,1,1,5,0,5,0,1,4,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
329,70,60.0,6402,5,5,0.0,0,596,596,596,596,1192,0,1,0,3,0,1,0,0,11.264476926102367,1,59,0,3,3,3,2,1,4,3,4,0,1,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
330,90,70.04995836802665,10624,5,4,84.0,40,1424,1728,1728,0,1728,0,2,0,6,0,1,155,0,11.686887175419702,0,43,1,2,3,3,1,6,1,0,5,1,1,3,3,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,20,70.0,8176,5,6,0.0,846,210,1056,1056,0,1056,1,1,0,3,0,1,0,0,11.842236406331555,1,15,0,3,3,3,1,3,1,0,5,0,1,2,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
333,120,59.0,8198,7,5,146.0,720,638,1358,1358,0,1358,1,2,0,2,1,2,192,30,12.240478903153711,0,4,1,3,4,4,3,6,1,0,1,1,1,5,4,4,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334,60,59.0,9042,6,5,0.0,828,115,943,943,695,1638,1,2,1,3,2,2,100,38,12.165255859329688,0,10,0,2,3,4,4,6,4,0,5,0,1,4,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
336,20,86.0,14157,9,5,200.0,1249,673,1922,1922,0,1922,1,2,0,3,1,3,178,51,12.841132451487937,1,1,1,2,4,5,4,6,1,0,4,1,1,5,4,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
337,20,70.0,9135,7,5,113.0,810,726,1536,1536,0,1536,1,2,0,3,0,2,192,74,12.273735966890268,1,5,1,3,4,4,3,6,1,0,5,1,1,5,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,20,91.0,14145,7,7,0.0,213,995,1208,1621,0,1621,1,2,0,3,0,2,108,45,12.218500103788143,1,8,0,3,4,4,2,5,1,0,4,0,1,5,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
339,20,66.0,12400,6,7,176.0,585,630,1215,1215,0,1215,0,1,0,3,0,1,0,0,11.951186847493476,1,11,0,2,3,3,1,3,1,0,5,1,1,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
340,60,85.0,14191,8,5,0.0,0,967,967,993,915,1908,0,2,1,4,0,2,135,0,12.220473454337986,0,8,1,3,4,4,1,1,4,0,5,0,1,5,4,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
341,20,60.0,8400,4,4,0.0,0,721,721,841,0,841,0,1,0,2,0,1,250,0,11.314486721293981,0,59,0,3,2,3,1,1,1,0,5,0,1,4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
342,90,70.04995836802665,8544,3,4,340.0,0,0,0,1040,0,1040,0,2,0,2,0,2,0,0,11.37940550085183,1,56,0,3,3,0,0,0,1,0,5,1,1,2,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
344,160,36.0,2592,5,3,0.0,129,175,536,536,576,1112,0,1,1,3,0,1,182,0,11.350418300109132,0,34,0,3,3,4,1,3,4,0,5,0,1,3,3,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
345,50,65.0,6435,6,5,0.0,0,972,972,972,605,1577,0,1,0,3,1,1,0,0,11.850832386224807,1,56,0,3,3,3,1,1,3,0,5,0,1,4,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
346,20,70.04995836802665,12772,6,8,0.0,498,460,958,958,0,958,0,1,0,2,0,1,0,0,11.928347504569842,1,9,0,2,3,3,2,4,1,0,3,0,1,3,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
347,20,70.04995836802665,17600,6,5,30.0,1270,208,1478,1478,0,1478,1,2,0,3,2,2,0,40,11.967187086434018,0,49,0,2,3,3,1,4,1,0,5,1,1,5,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
348,160,36.0,2448,7,5,106.0,573,191,764,764,862,1626,1,2,1,2,0,2,0,27,11.944714374881176,1,4,1,3,4,4,1,6,4,0,5,1,1,5,4,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,120,68.0,7820,9,5,362.0,0,1869,1869,1869,0,1869,0,2,0,2,1,2,210,54,12.670001611311875,0,0,1,2,5,5,1,1,1,0,5,1,1,5,5,4,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
351,120,70.04995836802665,5271,7,5,0.0,1082,371,1453,1453,0,1453,1,1,1,2,1,2,0,80,12.154784614286667,0,20,0,2,3,4,4,6,1,0,5,0,0,4,4,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352,50,60.0,9084,5,6,0.0,236,0,616,616,495,1111,0,1,0,3,0,1,48,0,11.461642696843066,1,58,0,3,3,3,2,2,3,0,5,0,1,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
353,30,60.0,8520,6,8,0.0,0,624,624,720,0,720,0,1,0,2,0,2,106,0,11.570259974415547,1,7,1,3,3,3,1,1,1,0,5,0,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
354,50,60.0,8400,6,5,0.0,388,552,940,1192,403,1595,0,1,0,2,2,1,0,0,11.849404844423074,1,6,0,3,3,3,1,2,3,0,5,0,1,5,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
355,20,105.0,11249,6,5,0.0,334,322,1200,1200,0,1200,1,2,0,3,0,2,0,26,12.086731521684555,0,12,0,1,4,4,1,5,1,0,5,0,1,5,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
356,20,70.04995836802665,9248,6,6,106.0,560,598,1158,1167,0,1167,1,2,0,3,0,2,120,26,12.06105265381003,0,17,0,2,3,4,1,6,1,0,5,1,1,4,4,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
358,80,92.0,6930,5,4,120.0,300,468,1062,1352,0,1352,0,1,0,3,0,1,168,0,11.775297421715827,0,48,0,2,3,3,3,4,8,0,5,1,0,5,4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
359,60,78.0,12011,8,5,530.0,956,130,1086,1086,838,1924,1,2,1,3,1,2,208,75,12.54254845357358,0,8,0,2,4,4,3,6,4,0,3,1,1,5,4,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360,85,70.04995836802665,7540,6,6,0.0,773,115,888,912,0,912,1,1,0,2,1,2,0,0,11.957617696467539,0,29,0,2,3,4,3,6,7,2,3,0,1,5,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,50,70.04995836802665,9144,5,5,0.0,399,484,883,988,517,1505,1,1,0,3,0,1,0,0,11.884495917930655,1,26,0,3,3,3,1,3,3,0,5,0,1,4,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
362,85,64.0,7301,7,5,500.0,0,0,0,495,1427,1922,0,3,0,4,1,2,0,0,12.198549416880068,0,6,1,3,4,0,0,0,7,0,4,1,1,5,4,5,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
363,160,21.0,1680,6,8,510.0,162,321,483,483,504,987,0,1,1,2,0,1,250,0,11.678448377988165,1,2,0,3,3,3,1,5,4,0,5,1,1,4,4,0,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
364,60,70.04995836802665,18800,6,5,120.0,712,84,796,790,784,1574,1,2,1,3,1,2,306,111,12.154784614286667,0,30,0,2,3,4,2,6,4,0,2,1,1,3,3,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
365,70,59.0,10690,5,7,0.0,456,216,672,672,672,1344,0,1,0,3,0,1,0,128,11.898194668458823,1,12,0,3,3,3,1,3,4,0,5,0,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
366,20,70.04995836802665,9500,6,5,247.0,609,785,1394,1394,0,1394,1,1,1,3,2,2,0,76,11.976665770490767,0,46,0,2,3,4,1,4,1,0,5,1,1,4,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
367,80,101.0,9150,6,5,305.0,371,728,1099,1431,0,1431,0,1,0,3,1,1,64,110,12.013706813470414,0,46,0,2,3,4,4,6,8,0,4,1,1,4,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
368,20,78.0,7800,5,6,200.0,540,728,1268,1268,0,1268,0,1,0,2,1,1,0,98,11.790564777297387,0,56,0,3,3,3,1,2,1,0,5,1,1,4,3,4,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
369,20,70.04995836802665,9830,5,7,0.0,72,733,1063,1287,0,1287,1,1,0,3,1,2,364,17,11.995357787034976,1,4,0,2,3,3,1,5,1,0,4,0,1,5,4,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
370,60,70.04995836802665,8121,6,5,0.0,0,953,953,953,711,1664,0,2,1,3,1,2,100,40,12.057578437658945,0,6,1,2,3,4,1,1,4,0,5,0,1,5,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
371,50,80.0,17120,4,4,0.0,0,0,0,1120,468,1588,0,2,0,4,1,2,0,59,11.808821212646512,0,49,0,3,3,0,0,0,3,0,5,0,1,3,3,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
372,120,50.0,7175,6,5,0.0,623,0,744,752,0,752,1,1,0,2,0,1,353,0,11.736077016252437,0,26,0,3,3,4,1,5,1,2,5,0,1,3,3,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
373,20,79.0,10634,5,6,0.0,428,0,608,1319,0,1319,1,1,0,3,0,1,66,0,11.719947764402807,0,56,0,3,3,3,1,4,1,3,5,0,1,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
374,60,65.0,8200,7,5,0.0,0,847,847,847,1081,1928,0,2,1,4,1,2,100,48,12.299112067295642,1,3,1,3,4,4,1,1,4,0,5,0,1,5,4,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
375,30,70.04995836802665,10020,1,1,0.0,350,333,683,904,0,904,1,0,1,1,0,0,0,0,11.0186455364637,1,59,0,2,2,2,4,4,1,0,5,0,1,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
376,85,57.0,8846,5,5,0.0,298,572,870,914,0,914,0,1,0,2,0,2,0,0,11.904974309480183,0,10,0,2,4,4,3,6,7,0,3,0,1,5,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
377,60,102.0,11143,8,5,0.0,0,1580,1580,1580,886,2466,0,3,0,4,1,2,159,214,12.73670383776449,1,2,1,2,4,4,1,1,4,0,4,0,1,5,4,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
378,20,88.0,11394,9,2,350.0,1445,411,1856,1856,0,1856,1,1,1,1,1,3,113,0,12.885204569609956,0,0,1,3,4,5,3,6,1,0,4,1,1,5,5,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
379,60,60.0,8123,6,5,16.0,0,982,982,1007,793,1800,0,2,1,3,1,2,100,63,12.095146671399466,0,9,1,2,3,4,1,1,4,0,5,1,1,5,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
380,50,50.0,5000,5,6,0.0,218,808,1026,1026,665,1691,0,2,0,3,1,1,0,0,11.751950239425476,1,60,0,3,3,3,1,2,3,0,5,0,1,3,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
381,20,60.0,7200,7,5,0.0,0,1293,1293,1301,0,1301,1,2,0,2,1,2,216,121,12.142871895843887,0,0,1,3,4,4,1,1,1,0,5,0,1,5,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
382,60,79.0,9245,7,5,0.0,0,939,939,939,858,1797,0,2,1,3,0,2,144,53,12.271396795480596,0,1,1,2,4,4,3,1,4,0,5,0,1,5,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
383,45,60.0,9000,6,3,0.0,0,784,784,784,0,784,0,1,0,2,0,2,0,0,11.23850177707664,1,59,0,3,3,2,1,1,2,0,4,0,1,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
